ine_label	utterance	num_tokens
UNK:UNK	"Ina,   How many times do you think Jeff wants to get this message.  Please help  Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/08/2000  04:30 PM ---------------------------     	 	 	From:  Jeffrey A Shankman                           08/08/2000 05:59 AM 	  To: Phillip K Allen/HOU/ECT@ECT cc: Paul T Lucci/DEN/ECT@Enron  Subject: Your Approval is Overdue: Access Request for paul.t.lucci@enron.com  Please have Phillip or John L approve.  thanks.  Jeff ---------------------- Forwarded by Jeffrey A Shankman/HOU/ECT on 08/08/2000  07:48 AM ---------------------------   ARSystem@ect.enron.com on 08/07/2000 07:03:23 PM To: jeffrey.a.shankman@enron.com cc:   Subject: Your Approval is Overdue: Access Request for paul.t.lucci@enron.com   This request has been pending your approval for 8 days. Please click  http://itcApps.corp.enron.com/srrs/Approve/Detail.asp?ID=000000000000935&Email =jeffrey.a.shankman@enron.com to approve the request or contact IRM at  713-853-5536 if you have any issues.     Request ID          : 000000000000935 Request Create Date : 7/27/00 2:15:23 PM Requested For       : paul.t.lucci@enron.com Resource Name       : EOL US NatGas US GAS PHY FWD FIRM Non-Texas < or = 1  Month Resource Type       : Applications"	205
UNK:UNK	Ina,  I keep getting these security requests that I cannot approve.  Please take  care of this.  Phillip     ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/08/2000  04:28 PM ---------------------------   ARSystem@ect.enron.com on 08/08/2000 07:17:38 AM To: phillip.k.allen@enron.com cc:   Subject: Request Submitted: Access Request for frank.ermis@enron.com   Please review and act upon this request. You have received this email because  the requester specified you as their Manager. Please click  http://itcApps.corp.enron.com/srrs/Approve/Detail.asp?ID=000000000001282&Email =phillip.k.allen@enron.com to approve th     Request ID          : 000000000001282 Request Create Date : 8/8/00 9:15:59 AM Requested For       : frank.ermis@enron.com Resource Name       : Market Data Telerate Basic Energy Resource Type       : Applications	131
UNK:UNK	What are your skills?  Why do you want to be on a trading desk?	14
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/07/2000  12:42 PM ---------------------------     	 	 	From:  Jay Reitmeyer                           08/07/2000 10:39 AM 	  To: Phillip K Allen/HOU/ECT@ECT, Keith Holst/HOU/ECT@ect cc:   Subject: New Socal Curves"	40
UNK:UNK	Lucy,   I didn't get a fax with the July bank statement on Friday.  Can you refax it  to 713 646 2391  Phillip	23
UNK:UNK	Send to Karen Buckley.  Trading track interview to be conducted in May.	12
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/07/2000  07:05 AM ---------------------------   Chris Gaskill@ENRON 08/04/2000 03:13 PM To: John J Lavorato/Corp/Enron@Enron, Phillip K Allen/HOU/ECT@ECT, Scott  Neal/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT cc: Hunter S Shively/HOU/ECT@ECT  Subject: Gas fundamentals development website  Attached is the link to the site that we reviewed in today's meeting.  The  site is a work in progress, so please forward your comments.    http://gasfundy.dev.corp.enron.com/  Chris	92
UNK:UNK	Hunter,  Are you watching Alberto?  Do you have Yahoo Messenger or Hear Me turned on?  Phillip	16
UNK:UNK	can you build something to look at historical prices from where we saved  curves each night.  Here is an example that pulls socal only. Improvements could include a drop down menu to choose any curve and a choice  of index,gd, or our curves.	44
UNK:UNK	John,   The only long term deal in the west that you could put prudency against is  the PGT transport until 2023  Phillip	22
UNK:UNK	Lucy,   I will call you this afternoon to discuss the things in your email.  Phillip	15
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/26/2000  10:49 AM ---------------------------     	Enron North America Corp. 	 	From:  Kristian J Lande                           07/25/2000 02:24 PM 	  To: Christopher F Calger/PDX/ECT@ECT, Jake Thomas/HOU/ECT@ECT, Frank W  Vickers/HOU/ECT@ECT, Elliot Mainzer/PDX/ECT@ECT, Michael McDonald/SF/ECT@ECT,  David Parquet/SF/ECT@ECT, Laird Dyer/SF/ECT@ECT, Jim Buerkle/PDX/ECT@ECT, Jim  Gilbert/PDX/ECT@ECT, Terry W Donovan/HOU/ECT@ECT, Jeff G  Slaughter/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Tim Belden/HOU/ECT@ECT, Mike  Swerzbin/HOU/ECT@ECT, Matt Motley/PDX/ECT@ECT, Robert Badeer/HOU/ECT@ECT,  Sean Crandall/PDX/ECT@ECT, Diana Scholtes/HOU/ECT@ECT, Tom  Alonso/PDX/ECT@ECT, Mark Fischer/PDX/ECT@ECT, Tim Heizenrader/PDX/ECT@ECT cc: Phillip K Allen/HOU/ECT@ECT  Subject: New Generation Update 7/24/00"	146
UNK:UNK	please add mike grigsby to distribution	6
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/26/2000  10:44 AM ---------------------------  Michael Etringer  07/26/2000 08:32 AM  To: Keith Holst/HOU/ECT@ect, Phillip K Allen/HOU/ECT@ECT cc:   Subject: Price for Stanfield Term  I am sending off a follow-up to a bid I submitted to Clark County PUD.  They  have requested term pricing for Stanfield on a volume of 17,000.  Could you  give me a basis for the period :  Sept -00 - May 31, 2006 Sept-00 - May 31, 2008  Since I assume you do not keep a Stanfield basis, but rather a basis off  Malin or Rockies, it would probably make sense to show the basis as an  adjustment to one of these point.  Also, what should the Mid - Offer Spread  be on these terms.  Thanks, Mike	136
UNK:UNK	Wade,   I understood your number one priority was to deal with your vehicle  situation.  You need to take care of it this week.  Lucy can't hold the  tenants to a standard (vehicles must be in running order with valid stickers)  if the staff doesn't live up to it.  If you decide to buy a small truck and  you want to list me as an employer for credit purposes, I will vouch for your  income.  Phillip	77
UNK:UNK	the merlin ct. address is still good.  I don't know why the mailing would be  returned.	17
UNK:UNK	Tim,  Can you authorize access to the west power site for Keith Holtz.  He is our Southern California basis trader and is under a two year contract.  On another note, is it my imagination or did the SARR website lower its forecast for McNary discharge during May.  It seems like the flows have been lowered into the 130 range and there are fewer days near 170.  Also the second half of April doesn't seem to have panned out as I expected.  The outflows stayed at 100-110 at McNary.  Can you email or call with some additional insight?  Thank you,  Phillip	102
UNK:UNK	Here is the 1st draft of a wish list for systems.	11
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/19/2000  10:39 AM ---------------------------   Skipping Stone <ss4@skpstnhouston.com> on 07/18/2000 06:06:28 PM To: Energy.Professional@mailman.enron.com cc:   Subject: Interactive Information Resource    skipping stone animation Have you seen us lately?   Come see what's new  www.skippingstone.com Energy Experts Consulting to the Energy Industry !	61
UNK:UNK	11:15 today still works.	5
UNK:UNK	"fyi  CIG  ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/17/2000  10:45 AM ---------------------------     	Enron North America Corp. 	 	From:  Rebecca W Cantrell                           07/14/2000 02:31 PM 	  To: Julie A Gomez/HOU/ECT@ECT, Stephanie Miller/Corp/Enron@ENRON, Chris  Meyer/HOU/ECT@ECT, Judy Townsend/HOU/ECT@ECT, Theresa Branney/HOU/ECT@ECT,  Paul T Lucci/DEN/ECT@Enron, Jane M Tholt/HOU/ECT@ECT, Steven P  South/HOU/ECT@ECT, Frank Ermis/HOU/ECT@ECT, Susan W Pereira/HOU/ECT@ECT,  George Smith/HOU/ECT@ECT, Randall L Gay/HOU/ECT@ECT, Jim Homco/HOU/ECT@ECT,  Colleen Sullivan/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Ray  Hamman/HOU/EES@EES, Robert Superty/HOU/ECT@ECT, Edward Terry/HOU/ECT@ECT,  Scott Neal/HOU/ECT@ECT, Tori Kuykendall/HOU/ECT@ECT, Brenda H  Fletcher/HOU/ECT@ECT, Jeff Coates/HOU/EES@EES, John Hodge/Corp/Enron@ENRON,  Janet Edwards/Corp/Enron@ENRON, Ruth Concannon/HOU/ECT@ECT, Sylvia A  Campos/HOU/ECT@ECT, Paul Tate/HOU/EES@EES, Phillip K Allen/HOU/ECT@ECT,  Victor Lamadrid/HOU/ECT@ECT, Barbara G Dillard/HOU/ECT@ECT, Gary L  Payne/HOU/ECT@ECT cc:   Subject: Comments on Order 637 Compliance Filings   	  FYI  Attached are initial comments of ENA which will be filed Monday in the Order  637 Compliance Filings of the indicated pipelines.  (Columbia is Columbia  Gas.)  For all other pipelines on the priority list, we filed plain  interventions."	244
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/14/2000  02:00 PM ---------------------------     	Enron North America Corp. 	 	From:  Kenneth Shulklapper                           07/14/2000 06:58 AM 	  To: Phillip K Allen/HOU/ECT@ECT cc:   Subject: El Paso Blanco Avg product,    Please extend all internal gas traders view access to the new El Paso Blanco  Avg physical NG product.  Tori Kuykendahl and Jane Tholt should both have administrative access to  manage this on EOL.  If you have any questions, please call me on 3-7041  Thanks,  Phillip Allen"	88
UNK:UNK	Kay,   I will be down that weekend, but I am not sure about the rest of the family. All is well here.  I will try to bring some pictures if I can't bring the  real thing.  Keith	38
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/13/2000  10:24 AM --------------------------- From: Andy Chen on 07/12/2000 02:14 PM To: Michael Etringer/HOU/ECT@ECT cc: Frank W Vickers/HOU/ECT@ECT, Saji John/HOU/ECT@ECT, Phillip K  Allen/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT  Subject: Project Elvis and Cactus Open Gas Position  Mike--  Here are the net open Socal border positions we have for Elvis and Cactus.   Let's try and set up a conference call with Phillip and John to talk about  their offers at the back-end of their curves.  Roughly speaking, we are looking at a nominal 3750 MMBtu/d for 14 years from  May 2010 on Elvis, and 3000 MMBtu/d on Cactus fromJune 2004 to April 2022.   Andy	132
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000  04:59 PM ---------------------------     	 	 	From:  Robert Badeer                           07/11/2000 02:44 PM 	  To: Phillip K Allen/HOU/ECT@ECT cc:   Subject:"	32
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000  04:23 PM ---------------------------     	Enron North America Corp. 	 	From:  Kimberly Hillis                           07/11/2000 01:16 PM 	  To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K  Allen/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT,  Kristin Albrecht/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT, Steve  Jackson/HOU/ECT@ECT, Beth Perlman/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT cc: Barbara Lewis/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Cherylene R  Westbrook/HOU/ECT@ECT, Patti Thompson/HOU/ECT@ECT, Felicia Doan/HOU/ECT@ECT,  Irena D Hogan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT  Subject: Systems Meeting 7/18  Please note that John Lavorato has scheduled a Systems Meeting on Tuesday,  July 18, from 2:00 - 3:00 p.m. in EB3321.  Please call me at x30681 if you have any questions.    Thanks  Kim Hillis"	163
UNK:UNK	I would look at properties in San Antonio or Dallas.	10
UNK:UNK	Celeste,   I need two assoc./analyst for the west gas trading desk.  Can you help?  I also left you a voice mail.  Phillip x37041	24
UNK:UNK	How about Tuesday at 11:15 in front of the building?	11
UNK:UNK	please add mike grigsby to distribution list.	7
UNK:UNK	testing	1
UNK:UNK	"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000  06:12 AM ---------------------------     	Enron North America Corp. 	 	From:  John J Lavorato                           07/10/2000 04:03 PM 	  Sent by: Kimberly Hillis To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K  Allen/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT,  Kristin Albrecht/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Brent A  Price/HOU/ECT@ECT cc:   Subject: System Meeting 7/11  This is to confirm a meeting for tomorrow, Tuesday, July 11 at 2:00 pm.   Please reference the meeting as Systems Meeting and also note that there will  be a follow up meeting.   The meeting will be held in EB3321.    Call Kim Hillis at x30681 if you have any questions.  k"	136
UNK:UNK	---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/10/2000  04:40 PM ---------------------------   Scott Neal 07/10/2000 01:19 PM To: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Elsa  Villarreal/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT cc:   Subject: Natural Gas Customers   ---------------------- Forwarded by Scott Neal/HOU/ECT on 07/10/2000 03:18 PM  ---------------------------   Jason Moore 06/26/2000 10:44 AM To: Scott Neal/HOU/ECT@ECT cc: Joel Henenberg/NA/Enron@Enron, Mary G Gosnell/HOU/ECT@ECT  Subject: Natural Gas Customers  Attached please find a spreadsheet containing a list of natural gas customers  in the Global Counterparty database.  These are all active counterparties,  although we may not be doing any business with them currently.  If you have  any questions, please feel free to call me at x33198.    Jason Moore	142
